Date,Close,Date,Close,Date,Close
9/21/2020,3281.06,9/21/2020,179.52,9/21/2020,164.4
9/22/2020,3315.57,9/22/2020,178.65,9/22/2020,164.27
9/23/2020,3236.92,9/23/2020,174.79,9/23/2020,164.49
9/24/2020,3246.59,9/24/2020,175.44,9/24/2020,165.12
9/25/2020,3298.46,9/25/2020,174.94,9/25/2020,165.12
9/28/2020,3351.6,9/28/2020,176.7,9/28/2020,164.65
9/29/2020,3335.47,9/29/2020,178.19,9/29/2020,164.84
9/30/2020,3363,9/30/2020,177.12,9/30/2020,163.26
10/1/2020,3380.8,10/1/2020,178.7,10/1/2020,163.36
10/2/2020,3348.44,10/2/2020,178.54,10/2/2020,162.75
10/5/2020,3408.63,10/5/2020,179.41,10/5/2020,159.57
10/6/2020,3360.95,10/6/2020,177.3,10/6/2020,160.43
10/7/2020,3419.45,10/7/2020,177.22,10/7/2020,159.26
10/8/2020,3446.83,10/8/2020,177.85,10/8/2020,160.12
10/9/2020,3477.13,10/9/2020,181.08,10/9/2020,160.09
10/12/2020,3534.22,10/12/2020,180.56,10/12/2020,160.6
10/13/2020,3511.93,10/13/2020,177.72,10/13/2020,161.75
10/14/2020,3488.67,10/14/2020,178.27,10/14/2020,162.12
10/15/2020,3483.34,10/15/2020,178.92,10/15/2020,161.84
10/16/2020,3483.81,10/16/2020,178.3,10/16/2020,161.39
10/19/2020,3426.92,10/19/2020,178.39,10/19/2020,160.78
10/20/2020,3443.12,10/20/2020,179.25,10/20/2020,159.25
10/21/2020,3435.56,10/21/2020,180.6,10/21/2020,158.7
10/22/2020,3453.49,10/22/2020,178.83,10/22/2020,157.05
10/23/2020,3465.39,10/23/2020,178.64,10/23/2020,158.01
10/26/2020,3400.97,10/26/2020,178.55,10/26/2020,159.48
10/27/2020,3390.68,10/27/2020,179.02,10/27/2020,160.55
10/28/2020,3271.03,10/28/2020,176.13,10/28/2020,160.7
10/29/2020,3310.11,10/29/2020,175.4,10/29/2020,159.14
10/30/2020,3269.96,10/30/2020,176.2,10/30/2020,157.57
11/2/2020,3310.24,11/2/2020,177.91,11/2/2020,158.58
11/3/2020,3369.02,11/3/2020,178.92,11/3/2020,157.66
11/4/2020,3443.44,11/4/2020,178.82,11/4/2020,161.08
11/5/2020,3510.45,11/5/2020,182.93,11/5/2020,161.36
11/6/2020,3509.44,11/6/2020,183.19,11/6/2020,159.41
